   0.528567958010770E+00 -0.773401612179648E+00 -0.798908634011063E+00
  -0.167991782956757E+00 -0.968124508072162E+00 -0.251218945480523E+00
  -0.638912440835584E-01  0.144115955091583E+01 -0.284534191085173E+00
  -0.172622828591193E+01  0.904970580207523E+00  0.511351904552743E+00
   0.428716660195482E+00 -0.822796733435760E-01  0.905082006462405E+00
  -0.114978558618124E+01  0.752974493559796E+00  0.678653987282667E+00
  -0.792146632572884E-01 -0.335016137008846E-01 -0.936364195589848E-02
  -0.371095436317984E+00  0.461732395337451E+00 -0.206670795921605E+00
   0.140972766403182E+01  0.707099497311908E+00  0.122387547306412E+01
  -0.389562010879862E+00  0.121807421760777E+01 -0.152369929505936E+01
  -0.189524960913129E+01 -0.149024766565083E+01  0.259201626752691E+00
  -0.143750953892496E+00  0.926452572181459E+00  0.278571482325297E+00
   0.982063368346277E+00  0.885694764525340E-01  0.482363126249691E+00
   0.490302163849552E+00  0.204111522560121E+00  0.358647102601465E+00
   0.120852977030092E+01  0.564504761452423E+00  0.181000102483399E+01
  -0.168954796685438E+01  0.130311274985828E+00 -0.503036150585699E-01
  -0.515368504030714E+00  0.106439768011591E+01 -0.477736396951139E+00
   0.483483195750321E+00 -0.341565864282551E-01  0.114275307818180E+01
  -0.339909228807918E+00  0.831049171197366E+00 -0.780874749245018E+00
   0.592294630218435E+00  0.866067018081576E-01  0.210348840823924E+01
   0.312656378100670E+00 -0.206130051756084E+01 -0.443266190408126E+00
  -0.601535110065533E+00 -0.114142807441257E+01  0.166967369202090E+00
  -0.209468043737622E+00 -0.143523932158264E+01 -0.377266085382298E+00
  -0.328773124448170E+00  0.644496427841161E+00  0.252903603579370E-01
  -0.657137031930409E+00  0.245518526078162E+00 -0.636023358682166E+00
   0.100041611410485E-01  0.521665354362104E+00 -0.710521276022524E+00
  -0.243441265764036E+00  0.210693835670613E+00  0.339560259077828E+00
   0.467818641489544E+00 -0.272017115072609E+00 -0.667274186910106E+00
  -0.400304405636239E+00 -0.588788800813351E+00  0.364416225388465E+00
  -0.924660418949645E+00 -0.163687977119662E+01  0.164812281373098E+01
  -0.172132040590919E+00 -0.472458215831168E+00 -0.692050381775054E+00
  -0.824680300919663E+00 -0.246856391500696E+00  0.946039025401125E+00
   0.208845307889617E+01 -0.594959200640710E+00  0.128276995287316E+01
  -0.119013141075936E+00  0.115636825879514E+01  0.625401145523925E+00
  -0.165125640873110E+01  0.432797562587008E+00  0.396778815250903E-01
  -0.687504701272762E+00  0.165255835079155E+01 -0.405071293680304E+00
  -0.185300674602302E+01  0.719331992349017E+00  0.692830388584031E+00
  -0.502416810103068E+00  0.569463545385003E+00  0.962697286977977E+00
   0.400435098120015E+00  0.257221582287804E+01 -0.614869746974570E+00
   0.202418206924391E+01  0.906175022341414E+00 -0.233198610366173E+00
   0.917094768537027E+00  0.413321612986768E+00 -0.276084788649249E+00
   0.151430266805685E+01 -0.663347690634547E+00 -0.506488534529031E+00
  -0.368531074122348E+00 -0.144574261143351E+01  0.905000271583784E+00
   0.902634192179452E+00  0.546675124423710E+00  0.182262870845477E+01
  -0.133104843794366E+01 -0.923560471074183E+00 -0.508508228071940E+00
  -0.389315077631190E+00 -0.548854957706178E+00  0.520436222490157E+00
   0.801203778407624E+00 -0.814907521015032E+00 -0.493144267320619E+00
   0.208798786497482E+01 -0.315893185759669E+00 -0.137038214298871E+01
   0.157960905678746E+01 -0.111666186299421E+01 -0.188098367557328E+00
   0.176722648151161E+00  0.157220055295124E+01 -0.549244514428713E+00
   0.413549982881350E+00  0.124293825210282E+01 -0.413292213496438E+00
  -0.518196159768497E-01  0.156055639717803E+01 -0.354886187937524E+00
   0.932704470229611E+00  0.161865364925514E+01 -0.278289879061639E+00
  -0.550248505828920E+00  0.327835937491013E+00 -0.212176697071920E+00
   0.471449912446209E+00 -0.126502708485817E+01 -0.508395171622552E-01
  -0.346768969777340E-01  0.600117602060752E+00 -0.209812777791214E+00
   0.239415983523373E+00 -0.396590813343482E+00  0.889101867964321E-01
   0.845104076968946E+00  0.490064754534755E+00  0.161629577817945E+00
   0.232394492410266E+00  0.669979613326749E+00  0.177092334836758E+00
   0.785919037794104E+00  0.746953448703104E-01  0.136681590515283E+01
  -0.242297288511260E+01  0.813621570329896E+00 -0.109938236160518E+00
   0.631842166005198E+00  0.142750632233666E+00  0.402190369700651E+00
   0.246017269464260E+00 -0.815775956373399E+00 -0.142503916741824E+00
  -0.190160866355757E+00 -0.897938059908811E+00 -0.609859938242305E+00
  -0.175441688743285E+00  0.892238999417940E+00  0.153927697073586E+01
   0.971554814764591E+00  0.701501857437628E+00 -0.177323657610931E+00
  -0.128242234510749E+01  0.357473268253829E-01  0.116786742008154E+01
  -0.168379225487570E+00  0.146581702276612E-01  0.137940275254017E+00
  -0.911838943600009E+00  0.151445559493570E+00  0.685368348947244E+00
   0.105297252736556E+01 -0.164888967425760E+01 -0.106817323891432E+01
  -0.238959990563791E+00 -0.941616363235927E-01  0.254536197137034E+00
   0.593018088062206E+00 -0.258196255527834E+00  0.946664238541083E+00
   0.584372037103213E+00 -0.519397248274090E+00 -0.650805080064247E+00
   0.580746593888837E+00  0.347688365931533E+00 -0.143151582867421E+01
  -0.265265939000226E+00 -0.268421098997548E+00  0.249374387076176E+00
   0.650534150939131E+00  0.386744806967020E+00  0.138337231145691E+00
  -0.625222652258490E+00 -0.109024200507865E+01 -0.306200807421660E+00
