20 0.579823139411
30 0.655395945679
40 0.697617038145
50 0.72427769794
60 0.743110523829
70 0.757977351903
80 0.770040143305
90 0.78026445672
100 0.789499325826
120 0.805238451906
140 0.818985868784
160 0.831223811587
180 0.842378217771
200 0.852849567304
220 0.862639719275
240 0.871872782968
260 0.880746871281
280 0.889205617755
300 0.897304387888
320 0.905174619544
340 0.912753617314
360 0.920072157712
380 0.927229488306
400 0.934166113621
420 0.940901471648
440 0.947515763876
460 0.953954389739
480 0.960230671585
500 0.96641212928
550 0.981285552833
600 0.9954678169
650 1.00909116323
700 1.02217794049
750 1.03478749325
800 1.04700363487
850 1.05882855006
900 1.07029776702
950 1.08147096516
1000 1.09234220619
1100 1.11329443493
1200 1.13330282477
1300 1.15250614436
1400 1.17097478699
1500 1.18878727804
1600 1.20602638542
1700 1.22272789805
1800 1.23893923105
1900 1.25471580246
2000 1.27007697023
2100 1.28505393788
2200 1.29968679004
2300 1.31398615401
2400 1.32797385176
2500 1.34168051522
2600 1.35511176343
2700 1.36828356461
2800 1.38122030363
2900 1.3939245665
3000 1.4064084551
4000 1.52133935581
5000 1.622590477
6000 1.71412598919
7000 1.79830406453
8000 1.87665341239
9000 1.95023954527
10000 2.01984093693
