11000 0.978509746493
12000 0.979969566131
13000 0.981363136379
14000 0.982699267461
15000 0.983984901566
16000 0.985225634967
17000 0.986426064867
18000 0.987590028018
19000 0.988720769856
20000 0.989821067506
22000 0.991939624032
24000 0.993961520467
26000 0.995899118486
28000 0.997762309209
30000 0.999559162684
32500 1.00172203241
35000 1.00380241951
37500 1.00580916475
40000 1.00774962294
42500 1.00962999302
45000 1.01145555895
47500 1.01323086923
50000 1.01495987342
52500 1.01664602745
55000 1.01829237625
57500 1.01990161932
60000 1.02147616336
