  0.699734  0.699720  0.670285  0.576281  0.678533  0.656928  0.634984  0.595230  0.618175  0.709365  0.614638  0.604622  0.689466  0.710093  0.652891  0.679872
  0.687688  0.673688  0.693389  0.632938  0.672285  0.640627  0.628642  0.622228  0.607000  0.668650  0.620623  0.629571  0.671135  0.676236  0.681983  0.660194
  0.678193  0.680127  0.663226  0.610487  0.691640  0.646355  0.627869  0.641241  0.625296  0.660909  0.614085  0.636541  0.652673  0.650637  0.706004  0.670054
  0.684669  0.677278  0.672691  0.625571  0.713624  0.651128  0.622668  0.646071  0.622441  0.651945  0.613799  0.630817  0.659336  0.639769  0.696592  0.672238
  0.689965  0.672350  0.663117  0.631353  0.720229  0.649530  0.623624  0.652924  0.616580  0.659061  0.621717  0.637468  0.655994  0.637063  0.684744  0.674429
  0.682562  0.676766  0.655758  0.640101  0.713117  0.648336  0.635396  0.649455  0.607422  0.657241  0.620519  0.650676  0.660354  0.637922  0.670770  0.691384
  0.675999  0.680465  0.648096  0.645662  0.709092  0.646878  0.632264  0.644653  0.605651  0.650191  0.624423  0.651294  0.662610  0.633987  0.672787  0.695780
  0.671450  0.681365  0.649044  0.651079  0.706826  0.652618  0.634158  0.636133  0.612126  0.650945  0.623866  0.653559  0.669289  0.636849  0.676905  0.692488
  0.673565  0.677933  0.650523  0.648990  0.702240  0.647096  0.641034  0.632975  0.613036  0.650157  0.624847  0.653810  0.667265  0.639175  0.669421  0.694325
  0.675497  0.671957  0.649240  0.647214  0.698856  0.644487  0.646403  0.629825  0.624430  0.657113  0.625529  0.654132  0.663551  0.646979  0.663442  0.688856
  0.677954  0.665989  0.653067  0.648250  0.696924  0.645690  0.646149  0.638504  0.625557  0.651184  0.626330  0.656404  0.659709  0.649170  0.661670  0.680941
  0.674283  0.667719  0.649157  0.660343  0.692640  0.643664  0.645700  0.639326  0.624376  0.649090  0.627251  0.660125  0.661054  0.656574  0.660051  0.677872
  0.677637  0.662390  0.645110  0.664332  0.692930  0.643594  0.647871  0.636801  0.631637  0.646075  0.628330  0.660719  0.653503  0.661085  0.658056  0.673552
  0.677588  0.660498  0.643823  0.662036  0.692212  0.645125  0.647468  0.635841  0.635403  0.645127  0.628234  0.656728  0.649758  0.663095  0.658498  0.671881
  0.675728  0.660744  0.645221  0.658087  0.697281  0.646524  0.645410  0.638247  0.636295  0.641918  0.636348  0.657410  0.647263  0.664131  0.658165  0.670388
  0.671042  0.656170  0.650318  0.659302  0.698461  0.646397  0.642720  0.641062  0.633010  0.642999  0.639295  0.658027  0.645228  0.665160  0.658649  0.667775
  0.666758  0.653553  0.651613  0.660726  0.699931  0.650853  0.640324  0.644576  0.633833  0.642514  0.643073  0.658051  0.647386  0.667815  0.659713  0.668085
  0.666711  0.652477  0.650987  0.659882  0.698514  0.654177  0.639914  0.647686  0.634940  0.641229  0.643640  0.655311  0.646141  0.663594  0.658419  0.668072
  0.667145  0.653320  0.651092  0.658488  0.698797  0.655483  0.641345  0.651480  0.634422  0.640441  0.650679  0.654481  0.644489  0.661935  0.658191  0.667539
  0.661753  0.654581  0.650046  0.660149  0.694559  0.656876  0.639681  0.651472  0.638352  0.639412  0.656215  0.654373  0.646226  0.662177  0.655376  0.667906
  0.660513  0.654107  0.650613  0.660437  0.693108  0.657377  0.639611  0.648978  0.641565  0.639325  0.660092  0.654203  0.644735  0.661977  0.655148  0.666265
  0.660335  0.653815  0.648045  0.660710  0.692122  0.656116  0.638424  0.647556  0.641418  0.638513  0.660430  0.652881  0.643487  0.660074  0.655703  0.664586
  0.660250  0.653095  0.645524  0.659797  0.691892  0.655955  0.638713  0.646993  0.643644  0.639039  0.663110  0.653312  0.642663  0.661872  0.653827  0.663078
  0.660776  0.656238  0.644864  0.659080  0.688035  0.657942  0.637972  0.643941  0.646140  0.638912  0.664494  0.652073  0.643872  0.660384  0.652368  0.661397
  0.658790  0.657743  0.643802  0.658420  0.689637  0.658330  0.636627  0.645239  0.649387  0.641290  0.664011  0.652611  0.643370  0.658366  0.652828  0.660624
  0.656277  0.657598  0.645824  0.658983  0.691640  0.660136  0.636610  0.646941  0.648736  0.643216  0.664869  0.652087  0.644130  0.657538  0.652997  0.660726
  0.655208  0.660047  0.646061  0.660201  0.690247  0.662194  0.635302  0.647853  0.650786  0.641695  0.665420  0.652154  0.643991  0.658804  0.653756  0.658096
  0.651945  0.660024  0.645507  0.660697  0.689391  0.663401  0.635537  0.647466  0.652537  0.640674  0.665012  0.649266  0.645743  0.656035  0.652544  0.656223
  0.651974  0.658025  0.645530  0.662315  0.686736  0.667635  0.635285  0.647899  0.653966  0.642855  0.664186  0.647737  0.648220  0.652889  0.653651  0.656884
  0.653081  0.656676  0.645528  0.663513  0.683976  0.670253  0.633980  0.649547  0.655917  0.642219  0.665045  0.645619  0.650208  0.654953  0.652912  0.655811
  0.652747  0.658134  0.645139  0.665272  0.681952  0.671020  0.633601  0.650796  0.656692  0.643444  0.665170  0.644708  0.649931  0.655023  0.651027  0.655309
  0.652360  0.657911  0.644347  0.667701  0.681387  0.671228  0.632848  0.652708  0.655108  0.644115  0.663966  0.645054  0.649356  0.652143  0.652000  0.655416
  0.650718  0.656358  0.644348  0.669805  0.682777  0.669365  0.633295  0.653324  0.653279  0.643580  0.663603  0.644221  0.650420  0.651948  0.650935  0.656005
  0.650747  0.654936  0.643214  0.669067  0.682541  0.668935  0.633756  0.654064  0.655223  0.642890  0.664064  0.643539  0.651577  0.650758  0.650388  0.654820
  0.651524  0.655152  0.642740  0.668950  0.680303  0.670084  0.635183  0.655268  0.656723  0.644037  0.664780  0.643453  0.650613  0.649946  0.649346  0.653545
  0.652592  0.656143  0.643575  0.667866  0.681122  0.670281  0.635928  0.655027  0.656622  0.646917  0.666485  0.643345  0.652012  0.648498  0.647174  0.651821
  0.652041  0.656625  0.643380  0.667025  0.682370  0.669724  0.637365  0.654697  0.656190  0.646568  0.666254  0.643776  0.651270  0.647629  0.648010  0.651326
  0.650871  0.658519  0.644682  0.666810  0.682696  0.667791  0.639610  0.653325  0.655830  0.646116  0.664924  0.645442  0.651804  0.646403  0.648737  0.648630
  0.649820  0.658602  0.646063  0.669110  0.682384  0.665968  0.642169  0.653368  0.654633  0.646787  0.664229  0.647135  0.651960  0.645644  0.649337  0.647161
  0.650279  0.658698  0.646882  0.670657  0.681623  0.664890  0.644549  0.653505  0.654084  0.648712  0.664819  0.648446  0.650666  0.644943  0.647904  0.646178
  0.651649  0.658398  0.646666  0.670437  0.681180  0.663418  0.645076  0.653342  0.652189  0.648187  0.665373  0.647272  0.651676  0.645268  0.648760  0.646051
  0.651190  0.657906  0.646374  0.670142  0.681847  0.663222  0.646008  0.653707  0.651752  0.649466  0.665415  0.647730  0.650838  0.644045  0.647593  0.646573
  0.650959  0.657526  0.647514  0.669804  0.683468  0.663497  0.646159  0.655358  0.651228  0.649450  0.664344  0.646335  0.651360  0.644460  0.647200  0.645568
  0.649002  0.657048  0.647931  0.668997  0.683416  0.662590  0.645921  0.656885  0.650729  0.650295  0.665487  0.646208  0.651201  0.643884  0.647338  0.643318
  0.648414  0.657322  0.651093  0.669827  0.684150  0.662090  0.644825  0.658270  0.650729  0.649029  0.667390  0.645794  0.648994  0.644766  0.646370  0.642456
  0.648299  0.656663  0.652012  0.669835  0.685183  0.662494  0.645197  0.659190  0.651083  0.648911  0.666878  0.646418  0.648529  0.645680  0.645873  0.642553
  0.648237  0.657891  0.653299  0.668138  0.686684  0.662631  0.643920  0.657525  0.651133  0.648650  0.667143  0.646862  0.649448  0.645572  0.645213  0.642584
  0.647766  0.658749  0.654289  0.668064  0.688023  0.662754  0.643592  0.656791  0.651708  0.648349  0.668022  0.646826  0.649650  0.644871  0.643732  0.641598
  0.647861  0.659183  0.654873  0.666720  0.689002  0.663854  0.644692  0.656939  0.650343  0.648720  0.667074  0.646013  0.648243  0.645267  0.642599  0.640594
