  0.641560  0.641946  0.642438  0.642905  0.643651  0.644117  0.644087  0.644490  0.645202  0.645310  0.645580  0.646833  0.647549  0.648137  0.649234  0.649297  0.649954  0.650228  0.651466  0.652451  0.654008  0.655628  0.656065  0.656495  0.657536  0.658571  0.659108  0.660548  0.662103  0.663242  0.664429  0.665447  0.666639  0.667883  0.669117  0.670672  0.671533  0.671938  0.672912  0.674635  0.676044  0.676603  0.677441  0.678950  0.679866  0.681337  0.682869  0.684161  0.685273  0.685600  0.685803  0.687132  0.687998  0.688186  0.688821  0.690239  0.690469  0.691320  0.690949  0.692236  0.692675  0.692414  0.692009  0.692633  0.692173  0.691615  0.692186  0.691659  0.691445  0.691324  0.690667  0.689947  0.688638  0.688082  0.688051  0.687590  0.686647  0.685290  0.685129  0.684800  0.683770  0.682345  0.681793  0.681016  0.680776  0.679470  0.678420  0.676630  0.675420  0.674219  0.672645  0.671149  0.670501  0.668741  0.668398  0.667245  0.666200  0.664653  0.662811  0.662056  0.661702  0.660460  0.659789  0.658525  0.657140  0.656212  0.654570  0.654067  0.653475  0.651923  0.651000  0.650007  0.648854  0.648107  0.646947  0.646299  0.646267  0.645938  0.645288  0.645069  0.644576  0.643896  0.643811  0.642858  0.642389  0.642570  0.642383  0.642087
  0.641628  0.642242  0.642753  0.643274  0.644070  0.644467  0.644401  0.644802  0.645567  0.645637  0.645759  0.646956  0.647687  0.648286  0.649278  0.649265  0.649939  0.650071  0.651513  0.652577  0.654067  0.655646  0.655921  0.656388  0.657425  0.658461  0.659059  0.660402  0.661851  0.662937  0.664307  0.665463  0.666611  0.667752  0.669011  0.670624  0.671342  0.671860  0.672734  0.674436  0.675840  0.676462  0.677248  0.678876  0.679822  0.681143  0.682750  0.684054  0.685238  0.685502  0.685620  0.687117  0.687956  0.688149  0.688805  0.690204  0.690338  0.691194  0.690889  0.692143  0.692545  0.692111  0.691883  0.692358  0.691924  0.691196  0.691619  0.691300  0.691117  0.690978  0.690451  0.689686  0.688505  0.687907  0.687892  0.687494  0.686675  0.685303  0.685074  0.684774  0.683777  0.682290  0.681735  0.680801  0.680513  0.679219  0.678210  0.676405  0.675123  0.673698  0.672425  0.670934  0.670291  0.668420  0.668245  0.667163  0.666314  0.664865  0.662984  0.662209  0.661753  0.660647  0.660080  0.658719  0.657378  0.656372  0.654854  0.654355  0.653756  0.652239  0.651384  0.650346  0.649225  0.648438  0.647368  0.646862  0.646827  0.646196  0.645593  0.645407  0.644692  0.643927  0.643874  0.642895  0.642516  0.642699  0.642593  0.642178
  0.641559  0.641946  0.642438  0.642905  0.643651  0.644118  0.644087  0.644491  0.645202  0.645310  0.645580  0.646833  0.647549  0.648136  0.649235  0.649297  0.649954  0.650226  0.651466  0.652451  0.654008  0.655627  0.656066  0.656495  0.657535  0.658570  0.659106  0.660548  0.662103  0.663242  0.664428  0.665447  0.666639  0.667883  0.669117  0.670672  0.671533  0.671938  0.672913  0.674635  0.676044  0.676602  0.677441  0.678951  0.679865  0.681337  0.682868  0.684161  0.685272  0.685599  0.685803  0.687132  0.687997  0.688187  0.688821  0.690238  0.690469  0.691320  0.690948  0.692237  0.692674  0.692415  0.692009  0.692634  0.692173  0.691616  0.692186  0.691659  0.691445  0.691325  0.690667  0.689947  0.688638  0.688083  0.688050  0.687590  0.686647  0.685290  0.685130  0.684800  0.683770  0.682346  0.681792  0.681015  0.680776  0.679470  0.678420  0.676631  0.675420  0.674219  0.672645  0.671149  0.670501  0.668740  0.668398  0.667245  0.666199  0.664653  0.662812  0.662056  0.661702  0.660461  0.659789  0.658524  0.657140  0.656213  0.654571  0.654067  0.653476  0.651923  0.651000  0.650007  0.648854  0.648107  0.646947  0.646299  0.646267  0.645938  0.645288  0.645068  0.644577  0.643895  0.643810  0.642859  0.642389  0.642570  0.642383  0.642086
  0.641627  0.642242  0.642752  0.643275  0.644069  0.644467  0.644402  0.644803  0.645567  0.645637  0.645759  0.646955  0.647688  0.648286  0.649279  0.649264  0.649938  0.650070  0.651512  0.652577  0.654066  0.655646  0.655921  0.656387  0.657425  0.658461  0.659059  0.660401  0.661851  0.662937  0.664307  0.665463  0.666611  0.667751  0.669010  0.670624  0.671341  0.671861  0.672734  0.674435  0.675839  0.676461  0.677248  0.678876  0.679820  0.681143  0.682750  0.684054  0.685238  0.685503  0.685620  0.687118  0.687956  0.688149  0.688805  0.690205  0.690337  0.691195  0.690890  0.692142  0.692545  0.692112  0.691883  0.692358  0.691924  0.691197  0.691620  0.691300  0.691118  0.690979  0.690450  0.689686  0.688505  0.687907  0.687892  0.687494  0.686676  0.685303  0.685074  0.684773  0.683775  0.682291  0.681735  0.680801  0.680512  0.679220  0.678210  0.676405  0.675123  0.673697  0.672426  0.670934  0.670291  0.668421  0.668245  0.667162  0.666314  0.664865  0.662984  0.662209  0.661753  0.660647  0.660081  0.658719  0.657378  0.656373  0.654854  0.654355  0.653756  0.652239  0.651385  0.650346  0.649225  0.648438  0.647369  0.646863  0.646827  0.646196  0.645593  0.645408  0.644691  0.643927  0.643874  0.642895  0.642515  0.642700  0.642592  0.642178
  0.641560  0.641946  0.642439  0.642904  0.643652  0.644118  0.644086  0.644491  0.645203  0.645309  0.645579  0.646833  0.647549  0.648136  0.649235  0.649297  0.649954  0.650226  0.651466  0.652451  0.654007  0.655627  0.656066  0.656495  0.657535  0.658569  0.659105  0.660547  0.662103  0.663242  0.664428  0.665448  0.666639  0.667883  0.669118  0.670673  0.671533  0.671937  0.672913  0.674634  0.676044  0.676602  0.677441  0.678951  0.679864  0.681336  0.682868  0.684161  0.685272  0.685599  0.685803  0.687132  0.687997  0.688187  0.688822  0.690238  0.690468  0.691320  0.690948  0.692237  0.692675  0.692416  0.692009  0.692634  0.692173  0.691616  0.692186  0.691659  0.691444  0.691324  0.690667  0.689947  0.688638  0.688082  0.688049  0.687590  0.686647  0.685290  0.685131  0.684802  0.683770  0.682347  0.681792  0.681015  0.680775  0.679470  0.678421  0.676632  0.675420  0.674220  0.672646  0.671150  0.670501  0.668740  0.668398  0.667245  0.666199  0.664652  0.662812  0.662056  0.661702  0.660460  0.659789  0.658523  0.657141  0.656214  0.654570  0.654067  0.653476  0.651923  0.651000  0.650007  0.648854  0.648107  0.646947  0.646299  0.646267  0.645938  0.645288  0.645068  0.644577  0.643895  0.643810  0.642859  0.642390  0.642570  0.642383  0.642085
  0.641627  0.642242  0.642751  0.643275  0.644069  0.644466  0.644403  0.644803  0.645567  0.645637  0.645758  0.646955  0.647688  0.648285  0.649278  0.649264  0.649938  0.650069  0.651512  0.652578  0.654066  0.655646  0.655921  0.656388  0.657425  0.658461  0.659059  0.660400  0.661851  0.662937  0.664306  0.665463  0.666611  0.667750  0.669010  0.670624  0.671342  0.671861  0.672734  0.674435  0.675839  0.676461  0.677247  0.678876  0.679820  0.681142  0.682750  0.684053  0.685239  0.685503  0.685620  0.687118  0.687955  0.688148  0.688804  0.690207  0.690337  0.691195  0.690890  0.692142  0.692544  0.692112  0.691884  0.692359  0.691925  0.691197  0.691619  0.691300  0.691118  0.690979  0.690450  0.689685  0.688504  0.687907  0.687892  0.687495  0.686675  0.685303  0.685073  0.684773  0.683775  0.682291  0.681735  0.680802  0.680512  0.679220  0.678210  0.676405  0.675123  0.673697  0.672426  0.670935  0.670291  0.668421  0.668245  0.667162  0.666314  0.664866  0.662986  0.662209  0.661753  0.660646  0.660081  0.658719  0.657378  0.656374  0.654854  0.654356  0.653757  0.652240  0.651386  0.650347  0.649225  0.648438  0.647371  0.646864  0.646826  0.646197  0.645593  0.645409  0.644691  0.643926  0.643874  0.642895  0.642514  0.642700  0.642592  0.642178
  0.641559  0.641946  0.642439  0.642903  0.643652  0.644119  0.644086  0.644490  0.645202  0.645309  0.645578  0.646834  0.647550  0.648135  0.649235  0.649298  0.649955  0.650226  0.651465  0.652451  0.654007  0.655626  0.656067  0.656494  0.657535  0.658569  0.659103  0.660547  0.662103  0.663241  0.664428  0.665448  0.666639  0.667883  0.669118  0.670672  0.671533  0.671936  0.672913  0.674635  0.676044  0.676602  0.677441  0.678952  0.679864  0.681337  0.682868  0.684161  0.685272  0.685598  0.685803  0.687131  0.687996  0.688187  0.688822  0.690238  0.690468  0.691320  0.690947  0.692236  0.692675  0.692415  0.692009  0.692635  0.692174  0.691617  0.692187  0.691659  0.691443  0.691323  0.690667  0.689946  0.688639  0.688082  0.688048  0.687590  0.686647  0.685290  0.685131  0.684802  0.683771  0.682348  0.681792  0.681016  0.680774  0.679471  0.678422  0.676633  0.675420  0.674220  0.672647  0.671149  0.670501  0.668740  0.668398  0.667245  0.666199  0.664653  0.662811  0.662056  0.661702  0.660459  0.659789  0.658523  0.657142  0.656214  0.654570  0.654068  0.653475  0.651923  0.651000  0.650007  0.648853  0.648106  0.646947  0.646300  0.646268  0.645938  0.645289  0.645067  0.644577  0.643896  0.643809  0.642859  0.642390  0.642571  0.642383  0.642084
  0.641627  0.642241  0.642750  0.643276  0.644068  0.644467  0.644404  0.644803  0.645568  0.645637  0.645758  0.646955  0.647688  0.648285  0.649278  0.649265  0.649937  0.650069  0.651512  0.652579  0.654066  0.655646  0.655921  0.656387  0.657425  0.658461  0.659060  0.660400  0.661850  0.662938  0.664306  0.665462  0.666611  0.667750  0.669009  0.670624  0.671342  0.671862  0.672733  0.674435  0.675839  0.676460  0.677246  0.678876  0.679820  0.681143  0.682750  0.684053  0.685239  0.685503  0.685619  0.687118  0.687956  0.688148  0.688804  0.690207  0.690336  0.691195  0.690892  0.692141  0.692543  0.692111  0.691884  0.692359  0.691925  0.691199  0.691619  0.691299  0.691118  0.690979  0.690451  0.689685  0.688504  0.687908  0.687892  0.687494  0.686674  0.685304  0.685072  0.684772  0.683775  0.682291  0.681736  0.680803  0.680512  0.679220  0.678210  0.676405  0.675124  0.673698  0.672426  0.670936  0.670291  0.668422  0.668245  0.667162  0.666314  0.664867  0.662985  0.662209  0.661753  0.660647  0.660081  0.658720  0.657378  0.656375  0.654854  0.654356  0.653757  0.652240  0.651388  0.650347  0.649226  0.648438  0.647372  0.646864  0.646826  0.646197  0.645593  0.645410  0.644691  0.643926  0.643874  0.642896  0.642514  0.642700  0.642593  0.642178
  0.641560  0.641946  0.642439  0.642903  0.643652  0.644118  0.644086  0.644490  0.645201  0.645309  0.645577  0.646834  0.647550  0.648135  0.649234  0.649298  0.649956  0.650226  0.651465  0.652451  0.654007  0.655625  0.656067  0.656494  0.657535  0.658568  0.659102  0.660547  0.662104  0.663242  0.664427  0.665448  0.666638  0.667884  0.669118  0.670673  0.671533  0.671936  0.672914  0.674635  0.676043  0.676603  0.677441  0.678952  0.679864  0.681337  0.682868  0.684160  0.685272  0.685597  0.685802  0.687131  0.687996  0.688187  0.688822  0.690238  0.690467  0.691320  0.690948  0.692236  0.692676  0.692415  0.692010  0.692636  0.692174  0.691619  0.692187  0.691659  0.691443  0.691324  0.690666  0.689946  0.688640  0.688081  0.688048  0.687591  0.686647  0.685290  0.685131  0.684803  0.683772  0.682349  0.681790  0.681016  0.680775  0.679471  0.678422  0.676634  0.675420  0.674220  0.672647  0.671149  0.670501  0.668740  0.668398  0.667245  0.666199  0.664653  0.662811  0.662056  0.661702  0.660459  0.659789  0.658524  0.657143  0.656214  0.654570  0.654069  0.653475  0.651922  0.651001  0.650006  0.648853  0.648106  0.646947  0.646300  0.646268  0.645938  0.645289  0.645067  0.644576  0.643895  0.643810  0.642859  0.642391  0.642570  0.642383  0.642084
  0.641627  0.642240  0.642750  0.643276  0.644068  0.644466  0.644404  0.644803  0.645568  0.645637  0.645759  0.646954  0.647688  0.648284  0.649278  0.649265  0.649936  0.650069  0.651512  0.652579  0.654066  0.655646  0.655921  0.656386  0.657424  0.658462  0.659059  0.660400  0.661850  0.662937  0.664305  0.665462  0.666611  0.667750  0.669008  0.670625  0.671343  0.671862  0.672733  0.674435  0.675838  0.676460  0.677245  0.678876  0.679818  0.681143  0.682750  0.684053  0.685237  0.685502  0.685619  0.687118  0.687955  0.688148  0.688805  0.690209  0.690336  0.691195  0.690892  0.692141  0.692543  0.692111  0.691884  0.692359  0.691925  0.691199  0.691619  0.691299  0.691117  0.690980  0.690450  0.689685  0.688504  0.687908  0.687892  0.687493  0.686673  0.685304  0.685071  0.684772  0.683775  0.682291  0.681736  0.680803  0.680512  0.679220  0.678210  0.676405  0.675124  0.673698  0.672426  0.670936  0.670291  0.668423  0.668245  0.667163  0.666314  0.664867  0.662986  0.662209  0.661753  0.660647  0.660081  0.658720  0.657379  0.656375  0.654853  0.654356  0.653758  0.652239  0.651388  0.650348  0.649226  0.648438  0.647373  0.646864  0.646826  0.646197  0.645594  0.645411  0.644690  0.643926  0.643873  0.642896  0.642514  0.642699  0.642593  0.642179
