  0.723157  0.727581  0.692483  0.740182  0.664156  0.644986  0.797226  0.723795  0.604462  0.683830
  0.716995  0.718300  0.689285  0.734604  0.660394  0.655685  0.788857  0.719718  0.609885  0.710179
  0.709298  0.717475  0.690419  0.718923  0.656646  0.657793  0.775638  0.715467  0.633230  0.720025
  0.706642  0.714263  0.700373  0.707269  0.649743  0.672586  0.760241  0.710998  0.649793  0.718519
  0.696764  0.714472  0.718713  0.707853  0.648023  0.672225  0.767346  0.709987  0.662304  0.718753
  0.692525  0.721667  0.719814  0.714364  0.647709  0.666046  0.760155  0.708621  0.662393  0.717596
  0.697350  0.724529  0.724255  0.722767  0.643917  0.667308  0.762607  0.701488  0.667378  0.714382
  0.690079  0.727523  0.731831  0.721041  0.646111  0.663749  0.757296  0.694546  0.672159  0.706517
  0.686253  0.726736  0.734069  0.715779  0.645285  0.659457  0.754309  0.689660  0.673441  0.696916
  0.687205  0.726752  0.732542  0.713623  0.648112  0.660338  0.751039  0.682892  0.675751  0.699438
  0.689246  0.728874  0.725937  0.717553  0.648455  0.663672  0.745561  0.683949  0.679938  0.705194
  0.695663  0.724747  0.717847  0.718315  0.650011  0.666087  0.744554  0.685959  0.680811  0.702992
  0.702821  0.730904  0.711843  0.719963  0.653417  0.661760  0.743828  0.689320  0.682676  0.699729
  0.699244  0.733974  0.710726  0.719098  0.652373  0.657212  0.743255  0.692777  0.680208  0.696805
  0.697375  0.738585  0.707873  0.715400  0.649107  0.656313  0.743111  0.696317  0.681491  0.690976
  0.700365  0.737852  0.706288  0.712832  0.648160  0.654568  0.742449  0.703672  0.683651  0.688815
  0.698580  0.736157  0.703360  0.709369  0.648548  0.655131  0.741990  0.708347  0.684430  0.686841
  0.700015  0.733987  0.702587  0.707028  0.645410  0.656984  0.742725  0.711969  0.685139  0.683654
  0.701592  0.729888  0.702972  0.707330  0.644819  0.659381  0.743467  0.713369  0.682119  0.683749
  0.697528  0.727808  0.702607  0.706536  0.645849  0.658561  0.746001  0.712823  0.682366  0.682780
  0.700400  0.728198  0.701302  0.706159  0.646114  0.656543  0.750125  0.711245  0.680760  0.683062
  0.699236  0.726675  0.701533  0.705270  0.644952  0.658281  0.751353  0.710124  0.679096  0.683737
  0.699004  0.725581  0.701292  0.702614  0.643434  0.659887  0.747873  0.708103  0.676456  0.685624
  0.698132  0.726546  0.700374  0.703700  0.643180  0.660251  0.746311  0.708879  0.676937  0.687619
  0.697631  0.726231  0.699662  0.706221  0.645260  0.660303  0.743980  0.711499  0.674656  0.687476
  0.698308  0.724630  0.699447  0.705289  0.648046  0.660051  0.741859  0.711808  0.675341  0.687350
  0.699257  0.723537  0.702752  0.704261  0.652718  0.659679  0.740374  0.707876  0.675663  0.687222
  0.698906  0.721926  0.705210  0.702089  0.654447  0.659048  0.739833  0.707795  0.676593  0.685286
  0.698497  0.721324  0.704254  0.703019  0.654422  0.659584  0.737504  0.708826  0.678589  0.684053
  0.699017  0.721045  0.700778  0.704906  0.656000  0.660351  0.735264  0.709359  0.678562  0.682936
  0.699269  0.721073  0.697598  0.707492  0.655274  0.661878  0.734243  0.710192  0.679428  0.681405
  0.699852  0.720769  0.696964  0.709112  0.657238  0.663512  0.732461  0.708047  0.680300  0.682846
  0.700705  0.720478  0.697205  0.710628  0.658731  0.665393  0.730364  0.705561  0.680862  0.684258
  0.700368  0.720256  0.696994  0.710887  0.662302  0.667009  0.727320  0.702468  0.681981  0.685013
  0.700705  0.721270  0.698344  0.710096  0.665908  0.667588  0.727315  0.700961  0.680946  0.684386
  0.701383  0.721225  0.696522  0.710736  0.667928  0.666969  0.726657  0.699532  0.679932  0.683918
  0.702883  0.720141  0.694314  0.712710  0.669360  0.666703  0.726415  0.698979  0.678462  0.683303
  0.703238  0.720573  0.694144  0.713626  0.670863  0.666415  0.725996  0.698984  0.676547  0.684420
  0.704889  0.722400  0.693328  0.712389  0.673286  0.665497  0.725526  0.699571  0.674631  0.684806
  0.704612  0.722504  0.695396  0.711636  0.676397  0.664863  0.726067  0.700477  0.672920  0.684798
  0.705139  0.723200  0.695994  0.712106  0.678121  0.664242  0.726391  0.701902  0.671392  0.684474
  0.705443  0.723848  0.694925  0.712565  0.679329  0.664147  0.726627  0.702558  0.670304  0.683685
  0.704217  0.723633  0.695035  0.712709  0.682130  0.664078  0.726252  0.702639  0.670509  0.684816
  0.703230  0.722508  0.694658  0.711505  0.683535  0.663308  0.725930  0.703453  0.670854  0.686468
  0.702673  0.723041  0.694237  0.711139  0.683904  0.662741  0.726218  0.704397  0.671035  0.687500
  0.703078  0.723947  0.694035  0.710988  0.684953  0.662705  0.725702  0.705340  0.671472  0.688409
  0.702794  0.723326  0.694304  0.708865  0.685909  0.662116  0.725576  0.707238  0.671234  0.689300
  0.702625  0.724266  0.695415  0.709593  0.686071  0.663391  0.723582  0.707942  0.670636  0.690157
  0.703077  0.724710  0.696533  0.709734  0.685649  0.664629  0.721731  0.706869  0.670482  0.691963
  0.702208  0.724873  0.697585  0.708674  0.686478  0.665211  0.720819  0.706263  0.671530  0.692411
  0.702552  0.723723  0.697870  0.706967  0.686764  0.665984  0.721186  0.705386  0.672916  0.693595
  0.702902  0.723192  0.698797  0.706025  0.687896  0.666788  0.721423  0.705212  0.673732  0.694792
  0.702675  0.722903  0.698332  0.705971  0.688945  0.667499  0.721418  0.704185  0.674133  0.694561
  0.702215  0.722670  0.698947  0.705419  0.689326  0.667867  0.720850  0.703946  0.673919  0.694938
  0.702674  0.721751  0.699778  0.705025  0.689523  0.668085  0.719797  0.703490  0.673961  0.695963
  0.702525  0.720357  0.701246  0.705246  0.690609  0.668625  0.718703  0.701806  0.674150  0.695782
  0.701473  0.719096  0.701850  0.704630  0.690773  0.669877  0.716960  0.701242  0.675043  0.695586
  0.700775  0.718853  0.702104  0.703539  0.691524  0.671856  0.716089  0.700270  0.674714  0.694763
  0.699834  0.718437  0.701347  0.702507  0.691231  0.672841  0.717175  0.698822  0.675283  0.693733
  0.699675  0.717133  0.700739  0.703147  0.691356  0.673877  0.717266  0.697839  0.675379  0.692817
  0.699661  0.715603  0.699507  0.704204  0.690961  0.675422  0.716116  0.696367  0.676304  0.692653
  0.699067  0.714816  0.699102  0.704530  0.691268  0.676934  0.716040  0.695962  0.676738  0.692759
  0.698331  0.714795  0.698598  0.704576  0.690827  0.677619  0.715244  0.695097  0.676259  0.693042
  0.697787  0.714261  0.697643  0.705235  0.690568  0.678547  0.713719  0.695276  0.676403  0.694011
  0.697536  0.713652  0.697498  0.704978  0.691293  0.679926  0.712975  0.695063  0.676812  0.694527
  0.697723  0.712853  0.697424  0.704047  0.692278  0.681626  0.712464  0.694221  0.677108  0.694687
  0.697477  0.712406  0.697079  0.703480  0.693736  0.682071  0.713253  0.693398  0.677665  0.694584
  0.699158  0.711931  0.697255  0.702806  0.694836  0.682480  0.712884  0.693238  0.677873  0.694699
  0.700397  0.711424  0.696770  0.702973  0.695814  0.683485  0.712749  0.692421  0.677980  0.695530
  0.700501  0.709945  0.696345  0.702007  0.696720  0.684429  0.712607  0.691933  0.678601  0.695119
  0.701039  0.708787  0.695185  0.702091  0.696874  0.685182  0.711728  0.691373  0.679042  0.694821
  0.700477  0.708040  0.695285  0.701419  0.697171  0.686977  0.710894  0.691937  0.679718  0.694407
  0.700280  0.706779  0.695386  0.700478  0.697460  0.687370  0.710596  0.692341  0.679627  0.695070
  0.699874  0.706822  0.695497  0.700847  0.698036  0.687781  0.710556  0.691660  0.679760  0.694938
  0.699008  0.706013  0.695318  0.700948  0.698561  0.687868  0.710146  0.691871  0.680016  0.694611
  0.698521  0.705508  0.695090  0.701703  0.697763  0.688837  0.709939  0.691801  0.679675  0.694452
  0.699052  0.705530  0.695155  0.701265  0.696927  0.688859  0.710221  0.691133  0.679077  0.694883
  0.699937  0.705671  0.695599  0.700612  0.696427  0.689514  0.710727  0.691101  0.679000  0.695025
  0.700186  0.705709  0.695695  0.700598  0.697222  0.688566  0.711897  0.690780  0.680014  0.693661
  0.700129  0.705601  0.696074  0.700798  0.697080  0.688498  0.713173  0.690809  0.680637  0.693255
  0.700263  0.705299  0.695932  0.700313  0.696834  0.688303  0.713890  0.690526  0.681015  0.693232
  0.700446  0.705312  0.696217  0.699658  0.696822  0.688814  0.714392  0.690268  0.681294  0.693002
  0.700579  0.705924  0.696566  0.699195  0.696524  0.688655  0.714300  0.689911  0.681098  0.693079
  0.700734  0.705724  0.697150  0.698356  0.696998  0.688965  0.713816  0.689554  0.680308  0.692316
  0.700312  0.705490  0.697884  0.698392  0.697045  0.689268  0.712404  0.689466  0.679693  0.691897
  0.700167  0.705924  0.698541  0.698621  0.696326  0.689848  0.712018  0.689182  0.679665  0.692501
  0.699553  0.706474  0.698754  0.698266  0.696012  0.690717  0.712431  0.688373  0.680233  0.692701
  0.699415  0.707202  0.698913  0.698393  0.694758  0.691085  0.711097  0.688805  0.680762  0.692555
  0.699908  0.707779  0.698793  0.698684  0.694088  0.690581  0.710332  0.689772  0.681283  0.693035
