  0.673020  0.661347  0.684738  0.784506  0.647186  0.644928  0.658430  0.753127  0.657974  0.795699  0.706721
  0.659590  0.678569  0.691261  0.772974  0.649468  0.664190  0.683639  0.740300  0.703387  0.810789  0.697320
  0.657028  0.690856  0.686855  0.769258  0.654181  0.671453  0.684139  0.734578  0.717943  0.820830  0.692104
  0.673863  0.692918  0.686371  0.760478  0.650104  0.669613  0.682003  0.740144  0.719671  0.801378  0.692160
  0.676332  0.692877  0.691362  0.753967  0.654755  0.671873  0.677081  0.744563  0.717574  0.791074  0.684743
  0.683066  0.686860  0.698543  0.743536  0.656727  0.673290  0.677978  0.744895  0.717416  0.779304  0.678871
  0.682535  0.683252  0.704494  0.734762  0.657563  0.666791  0.675706  0.747786  0.717077  0.767962  0.686206
  0.679229  0.672209  0.710522  0.726660  0.663533  0.669548  0.680460  0.748642  0.715671  0.761489  0.679849
  0.679315  0.673486  0.708762  0.723418  0.664919  0.673060  0.689605  0.747422  0.717488  0.759411  0.674182
  0.686091  0.670825  0.703912  0.729687  0.671563  0.667247  0.689704  0.737552  0.715706  0.755588  0.675241
  0.692182  0.664917  0.695414  0.729695  0.678443  0.660890  0.688184  0.737099  0.719393  0.751935  0.676793
  0.694729  0.664369  0.687871  0.730257  0.682909  0.654251  0.690970  0.731488  0.722082  0.746583  0.682728
  0.697130  0.661873  0.683308  0.723752  0.682478  0.649840  0.698334  0.728853  0.722148  0.740637  0.686827
  0.698632  0.665001  0.678161  0.713029  0.683438  0.649058  0.706267  0.728047  0.719664  0.736358  0.687613
  0.698696  0.667758  0.678275  0.710416  0.680951  0.647432  0.709695  0.725458  0.717854  0.734406  0.684469
  0.699918  0.668384  0.678732  0.709677  0.679508  0.647473  0.715411  0.721186  0.716737  0.731932  0.684658
  0.702332  0.669495  0.676559  0.708335  0.678053  0.649871  0.718188  0.719242  0.718546  0.729867  0.685391
  0.701355  0.668836  0.679339  0.707109  0.677850  0.651360  0.721654  0.718035  0.719745  0.733146  0.686605
  0.701667  0.668519  0.678200  0.708250  0.677413  0.653962  0.723739  0.712285  0.719914  0.733483  0.688172
  0.701328  0.671229  0.675187  0.706024  0.675904  0.656732  0.723403  0.708494  0.720213  0.730691  0.690661
  0.701811  0.672243  0.674374  0.704739  0.677702  0.661395  0.719483  0.709719  0.722664  0.727925  0.692080
  0.701784  0.671543  0.671740  0.704866  0.678413  0.662793  0.717825  0.710510  0.724536  0.726605  0.691877
  0.702952  0.673396  0.670015  0.705171  0.681718  0.662396  0.716988  0.712373  0.723717  0.724146  0.693525
  0.701918  0.676221  0.669558  0.703909  0.685073  0.661237  0.716357  0.716645  0.721389  0.721389  0.695441
  0.701439  0.673545  0.668805  0.703143  0.684771  0.660469  0.716860  0.718136  0.720069  0.720680  0.695990
  0.702240  0.670534  0.668009  0.703727  0.686471  0.661498  0.716733  0.719392  0.719296  0.717817  0.697118
  0.701302  0.668875  0.668214  0.702019  0.688269  0.661188  0.713927  0.721683  0.717813  0.716262  0.697557
  0.702010  0.668783  0.667610  0.700375  0.688525  0.660466  0.712877  0.723904  0.716948  0.713832  0.698596
  0.703734  0.667385  0.666904  0.701667  0.689503  0.659885  0.714219  0.727115  0.716705  0.711946  0.698460
  0.703913  0.666698  0.667751  0.703485  0.690456  0.660970  0.713405  0.728009  0.718522  0.709563  0.699750
  0.704272  0.666100  0.668724  0.703981  0.690181  0.660552  0.713764  0.728792  0.719983  0.707290  0.700981
  0.703910  0.665602  0.669829  0.702288  0.689358  0.660781  0.714106  0.726674  0.720464  0.703917  0.701688
  0.700904  0.665033  0.671494  0.702063  0.689706  0.661793  0.714890  0.725961  0.722077  0.700911  0.702167
  0.698784  0.663879  0.671170  0.702091  0.689626  0.661865  0.715244  0.726134  0.722758  0.697399  0.703704
  0.698177  0.664750  0.671833  0.701929  0.691905  0.660992  0.715790  0.725376  0.723016  0.695592  0.704528
  0.699302  0.665329  0.672682  0.700333  0.695106  0.660080  0.717690  0.725977  0.722072  0.693632  0.705809
  0.699188  0.664488  0.674450  0.698563  0.696827  0.660928  0.720083  0.727453  0.723020  0.692230  0.706395
  0.700013  0.664852  0.675889  0.696844  0.698333  0.660911  0.720014  0.727446  0.722960  0.691123  0.705928
  0.700016  0.663702  0.676852  0.696202  0.697706  0.661605  0.719025  0.727898  0.721277  0.690577  0.706061
  0.700145  0.662275  0.677496  0.695964  0.696529  0.662688  0.720545  0.728061  0.719961  0.691439  0.705891
  0.699724  0.661740  0.678859  0.695904  0.697679  0.661740  0.720916  0.727981  0.719399  0.692740  0.706897
  0.700673  0.661598  0.680820  0.695616  0.699670  0.662396  0.720893  0.726443  0.719157  0.692604  0.707133
  0.699371  0.661740  0.684441  0.694392  0.699957  0.663302  0.720227  0.724351  0.718739  0.692112  0.708851
  0.698634  0.661486  0.685235  0.693198  0.698854  0.664897  0.719276  0.724307  0.718497  0.692431  0.710566
  0.698243  0.660492  0.686695  0.692205  0.698013  0.667258  0.717355  0.724101  0.717298  0.693435  0.709378
  0.696542  0.659928  0.688407  0.691918  0.696808  0.669170  0.717096  0.723905  0.716143  0.694370  0.709650
  0.695259  0.660026  0.690132  0.691445  0.696387  0.669380  0.716190  0.724938  0.716135  0.691799  0.709856
  0.694004  0.660758  0.691330  0.692158  0.694807  0.669867  0.717441  0.724301  0.715024  0.691952  0.709619
  0.693706  0.660353  0.692166  0.693230  0.693687  0.669877  0.717585  0.725140  0.716230  0.691575  0.708769
  0.694115  0.660397  0.693547  0.693481  0.694119  0.669089  0.715473  0.725233  0.717393  0.690633  0.709058
  0.692943  0.659957  0.695791  0.693586  0.694603  0.669669  0.714802  0.725115  0.717526  0.690369  0.709189
  0.693445  0.658905  0.697104  0.692309  0.694730  0.669845  0.712943  0.726030  0.717687  0.691088  0.708014
